#,Kana,Kanji,Type,Definition/s
4495,むし,無視,"n,vs","disregard, ignore"
4496,むじ,無地,n,"plain, unfigured"
4497,むしあつい,蒸し暑い,adj,"humid, sultry"
4498,むしば,虫歯,n,"cavity, tooth decay, decayed tooth, caries"
4499,むじゅん,矛盾,"n,vs","contradiction, inconsistency"
4500,むしろ,寧ろ,adv,"rather, better, instead"
4501,むす,蒸す,v5s,"to steam, to poultice, to be sultry"
4502,むすう,無数,"adj-na,n","countless number, infinite number"
4503,むずかしい,難しい,adj,difficult
4504,むすこ,息子,n,(hum) son
4505,むすぶ,結ぶ,v5b,"to tie, to bind, to link"
4506,むすめ,娘,n,(hum) daughter
4507,むだ,無駄,"adj-na,n","futility, uselessness"
4508,むちゅう,夢中,"adj-na,n","daze, (in a) trance, ecstasy, delirium, engrossment"
4509,むっつ,六つ,num,six
4510,むね,胸,n,"breast, chest"
4511,むら,村,n,village
4512,むらさき,紫,n,"purple colour, violet"
4513,むり,無理,"adj-na,n,vs","unreasonable, impossible, overdoing"
4514,むりょう,無料,"adj-no,n","free, no charge"
4515,むれ,群れ,n,"group, crowd, flock, herd"
4516,め,目,n,"eye, eyeball"
4517,め,芽,n,sprout
4518,~め,~目,,"~nd,~th (sequence)"
4519,めい,姪,n,niece
4520,めい~,名~,,
4521,~めい,~名,,
4522,めいかく,明確,"adj-na,n","clear up, clarify, define"
4523,めいさく,名作,n,masterpiece
4524,めいし,名刺,n,business card
4525,めいし,名詞,n,noun
4526,めいしょ,名所,n,famous place
4527,めいじる,命じる,v1,"to order, to command, to appoint"
4528,めいずる,命ずる,v5z,"to command, to appoint"
4529,めいしん,迷信,n,superstition
4530,めいじん,名人,n,"master, expert"
4531,めいぶつ,名物,n,"famous product, special product, speciality"
4532,めいめい,銘々,n,"each, individual"
4533,めいれい,命令,"n,vs","order, command, decree, directive, (software) instruction"
4534,めいわく,迷惑,"adj-na,n","trouble, bother, annoyance"
4535,めうえ,目上,n,"superior(s), senior"
4536,メーター,,n,meter (clock)
4537,メートル,,meter,(old form)
4538,めがね,眼鏡,n,"spectacles, glasses"
4539,めぐまれる,恵まれる,v1,"to be blessed with, to be rich in"
4540,めぐる,巡る,v5r,to go around
4541,めざす,目指す,v5s,"to aim at, to have an eye on"
4542,めざまし,目覚し,n,(abbr) alarm-clock
4543,めし,飯,n,"(sl) meals, food"
4544,めしあがる,召し上がる,v5r,(pol) to eat
4545,めした,目下,"n-adv,n-t","at present, now"
4546,めじるし,目印,"n,vs","mark, sign, landmark"
4547,めずらしい,珍しい,adj,"unusual, rare"
4548,めだつ,目立つ,v5t,"to be conspicuous, to stand out"
4549,めちゃくちゃ,,"adj-na,n","absurd, unreasonable, excessive, messed up, spoiled, wreaked"
4550,めっきり,,adv,remarkably
4551,めったに,滅多に,adv,"rarely (with neg. verb), seldom"
4552,めでたい,,adj,"happy, simple soul, propitious, joyous"
4553,メニュー,,n,menu
4554,めまい,,"n,vs","dizziness, giddiness"
4555,メモ,,n,memorandum
4556,めやす,目安,n,"criterion, aim"
4557,めん,面,"n,n-suf","face, mug, surface, facial features, mask, face guard, side or facet, corner, page"
4558,めん,綿,n,"cotton, padding"
4559,めんきょ,免許,n,"license, permit, licence, certificate"
4560,めんぜい,免税,"n,vs","tax exemption, duty exemption"
4561,めんせき,面積,n,area
4562,めんせつ,面接,n,interview
4563,めんどう,面倒,"adj-na,n","trouble, difficulty, care, attention"
4564,めんどうくさい,面倒臭い,adj,"bother to do, tiresome"
4565,メンバー,,n,member
4566,もう,,,net
4567,もうかる,儲かる,v5r,"to be profitable, to yield a profit"
4568,もうける,儲ける,v1,"to get, to earn, to gain, to have (bear, beget) a child"
4569,もうしあげる,申し上げる,v1,"to say, to tell, to state"
4570,もうしこむ,申し込む,v5m,"to apply for, to make an application"
4571,もうしわけ,申し訳,n,"apology, excuse"
4572,もうしわけない,申し訳ない,adj-na,inexcusable
4573,もうす,申す,v5s,"(hum) to be called, to say"
4574,もうふ,毛布,n,blanket
4575,もえる,燃える,v1,to burn
4576,モーター,,n,motor
4577,もくざい,木材,n,"lumber, timber, wood"
4578,もくじ,目次,n,table of contents
4579,もくてき,目的,n,"purpose, goal, aim, objective, intention"
4580,もくひょう,目標,n,"mark, objective, target"
4581,もくよう,木曜,"n-adv,n",Thursday
4582,もぐる,潜る,v5r,"(1) to drive, to pass through, (2) to evade, to hide, (3) to dive (into or under water), to go underground"
4583,もし,,n,sham examination
4584,もじ,文字,n,"letter (of alphabet), character"
4585,もんじ,文字,n,"letter (of alphabet), character"
4586,もしかしたら,,"adv,exp","perhaps, maybe, by some chance"
4587,もしかすると,,"adv,exp","perhaps, maybe, by some chance"
4588,もしも,,adv,if
4589,もしもし,,"conj,int",hello (on phone)
4590,もたれる,,v1,"to lean against, to lean on, to recline on, to lie heavy (on the stomach)"
4591,モダン,,"adj-na,n",modern
4592,もち,餅,n,sticky rice cake
4593,~もち,~持ち,,
4594,もちあげる,持ち上げる,v1,"to raise, to lift up, to flatter"
4595,もちいる,用いる,v1,"to use, to make use of"
4596,もちろん,勿論,adv,"of course, certainly, naturally"
4597,もつ,持つ,v5t,"(1) to hold, to carry, (2) to possess"
4598,もったいない,,adj,"too good, more than one deserves, wasteful, sacrilegious, unworthy of"
4599,もっと,,adv,"more, longer, farther"
4600,もっとも,最も,adv,"most, extremely"
4601,もっとも,尤も,"adj-na,adv,conj,n","quite right, plausible, natural, but then, although"
4602,モデル,,n,model
4603,もと,元,"n,n-suf,n-t","(1) origin, original, (2) former"
4604,もと,基,n,basis
4605,もと,素,"adj-na,adj-no,n",prime
4606,もどす,戻す,v5s,"to restore, to put back, to return"
4607,もとづく,基づく,v5k,"to be grounded on, to be based on, to be due to, to originate from"
4608,もとめる,求める,v1,"to seek, to request, to demand, to want, to wish for, to search for, to pursue (pleasure), to hunt (a job), to buy"
4609,もともと,元々,"adv,adj-no","originally, by nature, from the start"
4610,もどる,戻る,v5r,"to turn back, to return"
4611,もの,物,n,"thing, object"
4612,もの,者,n,person
4613,ものおき,物置,n,storage room
4614,ものおと,物音,n,sounds
4615,ものがたり,物語,n,"tale, story, legend"
4616,ものがたる,物語る,v5r,"to tell, to indicate"
4617,ものごと,物事,n,"things, everything"
4618,ものさし,物差し,n,"ruler, measure"
4619,ものすごい,物凄い,adj,"earth-shattering, staggering, to a very great extent"
4620,モノレール,,n,monorail
4621,もみじ,紅葉,n,(1) (Japanese) maple
4622,もむ,揉む,v5m,"to rub, to crumple (up), to wrinkle"
4623,もめん,木綿,n,cotton
4624,もやす,燃やす,v5s,to burn
4625,もよう,模様,n,"pattern, figure, design"
4626,もよおし,催し,n,"event, festivities, function"
4627,もらう,貰う,v5u,to receive
4628,もり,森,n,forest
4629,もる,盛る,v5r,"(1) to serve (food, etc.), (2) to fill up, (3) to prescribe"
4630,もん,門,"n,n-suf",gate
4631,~もん,~問,,
4632,もんく,文句,n,"phrase, complaint"
4633,もんだい,問題,n,"problem, question"
4634,もんどう,問答,n,"questions and answers, dialogue"
4635,~や,~屋,,
4636,~や,~夜,,
4637,やおや,八百屋,n,greengrocer
4638,やがて,,adv,"before long, soon, at length"
4639,やかましい,,adj,"(1) noisy, (2) strict, fussy"
4640,やかん,夜間,"n-adv,n-t","at night, nighttime"
4641,やかん,薬缶,n,kettle
4642,やく,焼く,v5k,"to bake, to grill"
4643,やく,役,"n,n-suf","use, service, role, position"
4644,やく,約,"adv,n","approximately, about, some"
4645,やく,訳,n,"meaning, reason, circumstances, can be deduced, situation"
4646,やくしゃ,役者,n,"actor, actress"
4647,やくしょ,役所,n,"government office, public office"
4648,やくす,訳す,v5s,to translate
4649,やくそく,約束,"n,vs","arrangement, promise"
4650,やくにん,役人,n,government official
4651,やくひん,薬品,n,"medicine(s), chemical(s)"
4652,やくめ,役目,n,"duty, business"
4653,やくわり,役割,n,"part, assigning (allotment of) parts, role, duties"
4654,やけど,火傷,n,"burn, scald"
4655,やける,焼ける,"v1,vi","to burn, to be roasted, to be sunburnt"
4656,やこう,夜行,n,"walking around at night, night train, night travel"
4657,やさい,野菜,n,vegetable
4658,やさしい,易しい,adj,"easy, plain, simple"
4659,やさしい,優しい,adj,"tender, kind, gentle, graceful, affectionate, amiable, suave"
4660,やじるし,矢印,n,directing arrow
4661,やすい,安い,adj,"cheap, inexpensive, peaceful, quiet"
4662,~やすい,,,easy to ~
4663,やすみ,休み,n,"(1) rest, recess, respite, (2) vacation, holiday, absence"
4664,やすむ,休む,"v5m,vi","to rest, to have a break, to take a day off"
4665,やせる,痩せる,io,"(v1) to become thin, to lose weight, to reduce (one's) weight, to slim"
4666,やたらに,,,"randomly, recklessly, blindly"
4667,やちん,家賃,n,rent
4668,やっかい,厄介,"adj-na,n","trouble, burden, care, bother"
4669,やっきょく,薬局,n,"pharmacy, drugstore"
4670,やっつ,八つ,num,eight
4671,やっつける,,v1,"to attack (an enemy), to beat, to do away with, to finish off"
4672,やっと,,adv,"at last, at length"
4673,やど,宿,n,"inn, lodging"
4674,やとう,雇う,v5u,"to employ, to hire"
4675,やぬし,家主,n,landlord
4676,やね,屋根,n,roof
4677,やはり,,"adv,exp","also, as I thought, still, in spite of, absolutely, of course"
4678,やっぱり,,"adv,exp","also, as I thought, still, in spite of, absolutely, of course"
4679,やぶく,破く,,
4680,やぶる,破る,"v5r,vt","to tear, to violate, to defeat, to smash, to destroy"
4681,やぶれる,破れる,v1,"to get torn, to wear out"
4682,やま,山,n,"(1) mountain, (2) pile, heap, (3) climax, critical point"
4683,やむ,止む,"v5m,vi","to cease, to stop, to be over"
4684,やむをえない,,exp,"cannot be helped, unavoidable"
4685,やめる,止める,"v1,vt","to end, to stop, to cease, to resign"
4686,やめる,辞める,v1,to retire
4687,やや,,adv,"a little, partially, somewhat, a short time, a while"
4688,やる,,v5r,to do
4689,やわらかい,柔らかい,adj,"soft, tender, limp"
4690,やわらかい,軟らかい,adj,"soft, tender, limp"
4691,ゆ,湯,n,hot water
4692,ゆいいつ,唯一,"adv,n","only, sole, unique"
4693,ゆうえんち,遊園地,n,amusement park
4694,ゆうがた,夕方,"n-adv,n-t",evening
4695,ゆうかん,夕刊,n,evening paper
4696,ゆうき,勇気,n,"courage, bravery, valour, nerve, boldness"
4697,ゆうこう,友好,n,friendship
4698,ゆうこう,有効,"adj-na,n","validity, availability, effectiveness"
4699,ゆうしゅう,優秀,"adj-na,n","superiority, excellence"
4700,ゆうしょう,優勝,"n,vs","overall victory, championship"
4701,ゆうじょう,友情,n,"friendship, fellowship"
4702,ゆうじん,友人,n,friend
4703,ゆうそう,郵送,"n,vs",mailing
4704,ゆうだち,夕立,n,(sudden) evening shower (rain)
4705,ゆうのう,有能,"adj-na,n","able, capable, efficient, skill"
4706,ゆうひ,夕日,n,"(in) the evening sun, setting sun"
4707,ゆうびん,郵便,n,"mail, postal service"
4708,ゆうべ,夕べ,n,evening
4709,ゆうめい,有名,"adj-na,n",fame
4710,ユーモア,,n,humor
4711,ゆうゆう,悠々,"adj-na,n","quiet, calm, leisurely"
4712,ゆうり,有利,"adj-na,n","advantageous, better, profitable, lucrative"
4713,ゆうりょう,有料,n,"admission-paid, toll"
4714,ゆか,床,n,floor
4715,ゆかい,愉快,"adj-na,n","pleasant, happy"
4716,ゆかた,浴衣,n,"bathrobe, informal summer kimono, yukata"
4717,ゆき,雪,n,snow
4718,ゆくえ,行方,n,one's whereabouts
4719,ゆげ,湯気,n,"steam, vapour"
4720,ゆけつ,輸血,"n,vs",blood transfusion
4721,ゆしゅつ,輸出,"n,vs",export
4722,ゆずる,譲る,v5r,"to turn over, to assign, to hand over"
4723,ゆそう,輸送,"n,vs","transport, transportation"
4724,ゆたか,豊か,"adj-na,n","abundant, wealthy, plentiful, rich"
4725,ゆだん,油断,"n,vs","negligence, unpreparedness"
4726,ゆっくり,,"adv,n","slowly, at ease"
4727,ゆでる,,v1,to boil
4728,ゆしゅつ・する,輸入,"n,vs","importation, import, introduction"
4729,ゆのみ,湯飲み,n,teacup
4730,ゆび,指,n,finger
4731,ゆびわ,指輪,n,(finger) ring
4732,ゆめ,夢,n,dream
4733,ゆるい,緩い,adj,"loose, lenient, slow"
4734,ゆるす,許す,v5s,"to permit, to allow, to approve"
4735,ゆれる,揺れる,v1,"to shake, to sway"
4736,よ,夜,"n-adv,n-t","evening, night"
4737,よあけ,夜明け,n,"dawn, daybreak"
4738,よう,用,"n,n-suf","task, business, use"
4739,よう,様,"adj-na,n-adv,n","way, manner, kind"
4740,よう,酔う,v5u,"to get drunk, to become intoxicated"
4741,ようい,用意,"n,vs",preparation
4742,ようい,容易,"adj-na,n","easy, simple, plain"
4743,ようか,八日,n,"eight days, the eighth (day of the month)"
4744,ようがん,溶岩,n,lava
4745,ようき,容器,n,"container, vessel"
4746,ようき,陽気,"adj-na,n","season, weather, cheerfulness"
4747,ようきゅう,要求,"n,vs","request, demand, requisition"
4748,ようご,用語,n,"term, terminology"
4749,ようし,要旨,n,"gist, essentials, summary, fundamentals"
4750,ようじ,用事,n,"tasks, things to do"
4751,ようじ,幼児,n,"infant, baby, child"
4752,ようじん,用心,"n,vs","care, precaution, guarding, caution"
4753,ようす,様子,n,"aspect, state, appearance"
4754,ようするに,要するに,"adv,exp","in a word, after all, the point is .., in short .."
4755,ようせき,容積,n,"capacity, volume"
4756,ようそ,要素,n,element
4757,ようち,幼稚,"adj-na,n","infancy, childish, infantile"
4758,ようちえん,幼稚園,n,kindergarten
4759,ようてん,要点,n,"gist, main point"
4760,ようと,用途,n,"use, usefulness"
4761,ようび,曜日,n,day of the week
4762,ようひんてん,洋品店,n,shop which handles Western-style apparel and accessories
4763,ようふく,洋服,n,Western-style clothes
4764,ようぶん,養分,n,"nourishment, nutrient"
4765,ようもう,羊毛,n,wool
4766,ようやく,漸く,adv,"gradually, finally, hardly"
4767,ようりょう,要領,n,"point, gist, essentials, outline"
4768,ヨーロッパ,,,Europe
4769,よき,予期,"n,vs","expectation, assume will happen, forecast"
4770,よく,,"adv,n,vs","nicely, properly, well, skilled in"
4771,よく~,翌~,,
4772,よくばり,欲張り,"adj-na,n","avarice, covetousness, greed"
4773,よけい,余計,"adj-na,adv,n","too much, unnecessary, abundance, surplus, excess, superfluity"
4774,よこ,横,n,"beside, side, width"
4775,よこぎる,横切る,v5r,"to cross (e.g. arms), to traverse"
4776,よこす,,v5s,"(1) to send, to forward, (2) to hand over (e.g. money)"
4777,よごす,汚す,v5s,"(1) to disgrace, to dishonour, (2) to pollute, to contaminate, to soil, to make dirty, to stain"
4778,よごれる,汚れる,v1,"to get dirty, to become dirty"
4779,よさん,予算,n,"estimate, budget"
4780,よしゅう,予習,"n,vs",preparation for a lesson
4781,よす,止す,v5s,"to cease, to abolish, to resign, to give up"
4782,よせる,寄せる,v1,"to collect, to gather, to add, to put aside"
4783,よそ,余所,n,"another place, somewhere else, strange parts"
4784,よそく,予測,"n,vs","prediction, estimation"
4785,よっか,四日,n,"(1) 4th day of month, (2) four days"
4786,よつかど,四つ角,n,"four corners, crossroads"
4787,よっつ,四つ,n,four
4788,ヨット,,n,yacht
4789,よっぱらい,酔っ払い,n,drunkard
4790,よてい,予定,"n,vs","plans, arrangement, schedule, program, expectation, estimate"
4791,よなか,夜中,"n-adv,n-t","midnight, dead of night"
4792,よのなか,世の中,n,"society, the world, the times"
4793,よび,予備,n,"preparation, preliminaries, reserve, spare"
4794,よびかける,呼び掛ける,v1,"to call out to, to accost, to address (crowd), to appeal"
